Year,EAV Code,Waste Type,Waste disposal facilities,Input from waste disposal facilities (1000t),Waste generated in-house (1000t),Waste delivered from within the country (1000t),Waste delivered from abroad (1000t)
2018,EAV-050116-U,Petroleum refining: sulfur h. Waste from oil desulfurization,6.0,0.5,,0.5,
2018,EAV-050117-U,Petroleum refining: bitumen,4.0,0.1,,0.1,
2018,EAV-050199-U,Petroleum refining: wastes not otherwise specified,,,,,
2018,EAV-050601-G,Coal pyrolysis: acid tars,,,,,
2018,EAV-050603-G,Kohlepyrolyse: Andere Teere,18.0,3.4,0.0,3.3,
2018,EAV-050604-U,Coal pyrolysis: waste from cooling columns,,,,,
2018,EAV-050699-U,Coal pyrolysis: wastes not otherwise specified,3.0,0.0,,0.0,
2018,EAV-050701-G,"Natural gas purification, transport: mercury h. waste",6.0,0.9,,0.2,0.7
2018,EAV-050702-U,"Natural gas purification, transport: waste containing sulfur",8.0,0.5,0.0,0.5,0.0
2018,EAV-050799-U,"Natural gas purification, transport: waste n.e.c.",,,,,
2018,EAV-060101-G,sulfuric acid and sulphurous acid,43.0,223.9,43.8,126.1,54.0
2018,EAV-060102-G,hydrochloric acid,19.0,7.9,,7.9,
2018,EAV-060103-G,Hydrofluoric acid,5.0,2.0,1.9,0.1,
2018,EAV-060104-G,phosphoric acid and phosphorous acid,22.0,1.6,0.0,1.5,0.1
2018,EAV-060105-G,Nitric acid and nitrous acid,22.0,1.2,0.0,1.2,
2018,EAV-060106-G,other acids,51.0,13.0,0.3,12.4,0.2
2018,EAV-060199-U,Acids: wastes n.e.c.,,,,,
2018,EAV-060201-G,Calciumhydroxid,9.0,1.2,,1.1,0.1
2018,EAV-060203-G,Ammoniumhydroxid,16.0,1.1,0.0,1.0,0.0
2018,EAV-060204-G,Sodium and potassium hydroxide,30.0,11.0,0.0,10.5,0.5
2018,EAV-060205-G,Other Bases,54.0,15.6,0.2,13.3,2.1
2018,EAV-060299-U,Bases: wastes n.e.c.,4.0,0.2,,0.2,
2018,EAV-060311-G,Solid salts and solutions containing cyanide,10.0,0.5,,0.5,0.0
2018,EAV-060313-G,Solid salts and solutions containing heavy metals,54.0,16.8,8.9,7.4,0.5
2018,EAV-060314-U,Solid salts and solutions (without 060311 and 060313),69.0,225.6,3.9,214.8,7.0
2018,EAV-060315-G,Metal oxides containing heavy metals,26.0,4.0,0.4,3.4,0.2
2018,EAV-060316-U,Metal oxides (without 060315),41.0,60.8,3.6,57.2,0.0
2018,EAV-060399-U,"Salts, salt solutions, metal oxides: wastes n.e.c.",7.0,0.7,,0.7,0.0
2018,EAV-060403-G,Waste containing arsenic,9.0,1.0,0.0,0.6,0.4
2018,EAV-060404-G,Waste containing mercury,30.0,3.3,0.0,2.4,0.8
2018,EAV-060405-G,Waste containing other heavy metals,35.0,61.4,0.2,60.1,1.0
2018,EAV-060499-U,Waste containing metal n.e.c.,,,,,
2018,EAV-060502-G,Sludge from in-house wastewater treatment,49.0,59.0,1.9,44.4,12.7
2018,EAV-060503-U,Sludge from company-owned Waste water tank (oh.060502),66.0,107.4,16.5,90.8,0.1
2018,EAV-060602-G,Waste containing dangerous sulfides,8.0,1.3,0.6,0.8,0.0
2018,EAV-060603-U,Waste containing sulphides (excluding 060602),,,,,
2018,EAV-060699-U,Chemicals containing sulfur: wastes n.e.c.,,,,,
2018,EAV-060701-G,Waste containing asbestos from electrolysis,,,,,
2018,EAV-060702-G,Activated carbon from chlorine production,3.0,0.3,,0.3,
2018,EAV-060703-G,Barium sulfate sludge containing mercury,,,,,
2018,EAV-060704-G,"Solutions and acids, e.g. contact acid",,,,,
2018,EAV-060799-U,Halogens: wastes n.e.c.,4.0,1.2,1.2,0.1,
2018,EAV-060802-G,Hazardous waste containing chlorosilanes,5.0,11.7,10.8,0.7,0.2
2018,EAV-060899-U,"Silicon, silicon compounds: waste not otherwise specified",21.0,13.8,0.3,13.3,0.3
2018,EAV-060902-U,Phosphorous slag,,,,,
2018,EAV-060903-G,Calcium-based reaction wastes,,,,,
2018,EAV-060904-U,Calcium-based reaction waste (without 060903),3.0,0.1,,0.0,0.0
2018,EAV-060999-U,Chemicals containing phosphorus: wastes n.e.c.,,,,,
2018,EAV-061002-G,Nitrogen.Chemistry.: Waste with hazardous fabrics,5.0,0.3,0.2,0.0,
2018,EAV-061099-U,Nitrogen-containing chemicals: wastes n.e.c.,,,,,
2018,EAV-061101-U,Calcium-based reaction wastes a. titanium dioxide.,6.0,28.0,,28.0,
2018,EAV-061199-U,"Inorganic pigments, colourants: waste not otherwise specified",5.0,2.9,,2.9,
2018,EAV-061301-G,"Inorganic pesticides, wood preservatives",11.0,0.1,0.0,0.1,
2018,EAV-061302-G,Used activated carbon (without 060702),33.0,3.5,0.1,3.0,0.4
2018,EAV-061303-U,Carbon black,17.0,4.6,,4.4,0.2
2018,EAV-061304-G,Waste from asbestos processing,4.0,1.0,,1.0,
2018,EAV-061305-G,Oven and chimney soot,,,,,
2018,EAV-061399-U,Inorganic chemical processes: wastes not otherwise specified,5.0,0.1,0.1,0.0,
2018,EAV-070101-G,"Org.Basic chemistry: Aqueous washing liquid, mother liquors",63.0,78.8,32.7,43.2,2.8
2018,EAV-070103-G,"Organic basic chemistry: halogen organic solvents, washing fl.",38.0,50.7,29.6,20.2,1.0
2018,EAV-070104-G,"Org.Basic chemistry: solvents, washing liquids",84.0,215.6,109.7,103.2,2.6
2018,EAV-070107-G,"Org.basic chemistry: halog.reaction, distillation residue.",27.0,73.3,20.2,42.4,10.7
2018,EAV-070108-G,Org.Basic chemistry: reaction and distillation residues.,68.0,147.8,50.3,79.0,18.5
2018,EAV-070109-G,"Org.Basic chemistry: Halog.filter cake, absorbent mat.",13.0,0.8,0.0,0.6,0.1
2018,EAV-070110-G,"Org.Grundchemik.: And. filter cake, absorbent mat.",26.0,3.1,0.1,2.9,0.1
2018,EAV-070111-G,Org. basic chemicals: sludge (in-house waste water treatment),23.0,29.5,17.5,3.0,9.0
2018,EAV-070112-U,Sludge from company-owned Sewage treatment (oh.070111),19.0,11.1,0.1,11.0,
2018,EAV-070199-U,Basic organic chemicals: wastes n.e.c.,37.0,15.3,0.1,14.4,0.8
2018,EAV-070201-G,"Plastics: Aqueous washes, mother liquors",47.0,22.2,1.5,20.0,0.7
2018,EAV-070203-G,"Plastics: halogen organic solvents, washing liquid.",26.0,3.3,0.5,2.8,
2018,EAV-070204-G,"Plastics: organ. solvents, washing liquids",56.0,32.6,6.9,23.2,2.5
2018,EAV-070207-G,"Plastics: halogen. Reaction, distillation residues",22.0,5.6,1.7,3.1,0.8
2018,EAV-070208-G,Plastics: reaction and distillation residues,76.0,94.8,26.0,68.0,0.8
2018,EAV-070209-G,"Plastics: halogen. filter cake, absorbent mat.",5.0,0.2,0.0,0.2,
2018,EAV-070210-G,"Plastics: And. Filter cake, absorbent materials",27.0,7.1,1.3,5.8,
2018,EAV-070211-G,Plastics: sludge (in-house waste water treatment),10.0,1.1,0.1,1.1,
2018,EAV-070212-U,Sludge from company-owned Sewage treatment (oh.070211),34.0,16.8,3.3,13.5,0.0
2018,EAV-070213-U,plastic waste,267.0,388.6,6.0,359.0,23.6
2018,EAV-070214-G,Plastics: Waste from additives with dangerous St.,19.0,1.4,0.4,1.0,0.1
2018,EAV-070215-U,Waste additives (excluding 070214),20.0,0.7,0.2,0.5,
2018,EAV-070216-G,Plastics: Dangerous. Waste containing silicones,7.0,0.9,0.6,0.3,
2018,EAV-070217-U,Waste containing silicone (excluding 070216),6.0,0.5,0.2,0.4,
2018,EAV-070299-U,"Plastics, fibers, synthetic rubber: wastes n.e.c.",56.0,41.7,0.3,34.5,6.9
2018,EAV-070301-G,"Organic dyes: aqueous wash liquor, mother liquors",18.0,4.1,0.1,2.8,1.2
2018,EAV-070303-G,"Organic dyes: halogen org. solvent, washbottle",15.0,0.7,,0.7,
2018,EAV-070304-G,"Organic dyes: solvents, washing liquids",45.0,29.3,0.5,27.6,1.2
2018,EAV-070307-G,Organic dyes: halogen. Reaction and distillation reset.,11.0,1.4,1.0,0.4,
2018,EAV-070308-G,Organic dyes: reaction and distillation residues,15.0,6.1,0.0,6.1,
2018,EAV-070309-G,"Organic dyes: halogen. filter cake, absorbent mat.",5.0,0.2,0.1,0.1,
2018,EAV-070310-G,"Organic dyes: Other filter cakes, absorbent mat.",6.0,0.4,0.0,0.3,
2018,EAV-070311-G,Org. dyes: sludge (company waste water tank),,,,,
2018,EAV-070312-U,Sludge from company-owned Waste water tank (oh.070311),4.0,0.1,0.0,0.1,
2018,EAV-070399-U,"Organic dyes, pigments: wastes not otherwise specified",5.0,0.3,,0.3,0.0
2018,EAV-070401-G,"Plant protection products: Aqueous wash liquor, mother liquor.",24.0,31.2,15.8,13.3,2.0
2018,EAV-070403-G,"Pesticides: halogen organic solvents, washing fl.",22.0,86.5,49.9,35.8,0.8
2018,EAV-070404-G,"Plant protection products: Organ. solvent, washbottle",21.0,35.3,8.5,26.3,0.5
2018,EAV-070407-G,Plant protection with: halogen reaction and distillation residue,13.0,32.7,15.9,16.8,
2018,EAV-070408-G,"Plant protection products: reaction, distillation residue.",11.0,6.5,2.7,3.8,0.0
2018,EAV-070409-G,"Plant protection products: halogen filter cake, absorbent mat",7.0,0.3,0.2,0.1,
2018,EAV-070410-G,"Plant protection products: filter cake, absorbent mat.",6.0,0.3,0.1,0.2,
2018,EAV-070411-G,Plant protection agent: sludge (own waste water treatment),7.0,0.4,0.3,0.1,
2018,EAV-070412-U,Sludge from company-owned Waste water tank (oh.070411),,,,,
2018,EAV-070413-G,Plant protection products: Solid waste with hazardous substances,12.0,1.3,0.6,0.6,0.1
2018,EAV-070499-U,"Pesticides, etc.: Waste not otherwise specified",5.0,3.5,0.0,0.1,3.4
2018,EAV-070501-G,"Pharmaceuticals: Aqueous washes, mother liquors",32.0,33.0,9.4,21.0,2.6
2018,EAV-070503-G,"Pharmaceuticals: halogen organic solvents, washing fl.",25.0,31.9,20.8,6.7,4.4
2018,EAV-070504-G,"Pharmaceuticals: organ. solvent, washing liquid",35.0,72.8,15.6,53.8,3.4
2018,EAV-070507-G,"Pharmaceuticals: halogen reaction, distillation residue.",11.0,1.5,0.2,1.2,0.1
2018,EAV-070508-G,Pharmaceuticals: reaction and distillation residues,20.0,4.6,0.0,4.5,0.1
2018,EAV-070509-G,"Pharmaceuticals: Halogen filter cake, absorbent mat.",9.0,0.5,0.2,0.1,0.2
2018,EAV-070510-G,"Pharmaceuticals: filter cake, absorbent materials",16.0,2.0,0.1,1.8,0.1
2018,EAV-070511-G,Pharmaceuticals: sludge (in-house waste water treatment),6.0,0.5,,0.4,0.0
2018,EAV-070512-U,Sludge from company-owned Waste water tank (oh.070511),,,,,
2018,EAV-070513-G,Pharmaceuticals: Solid waste with hazardous fabrics,16.0,2.3,,1.3,1.0
2018,EAV-070514-U,Solid waste (without 070513),29.0,14.6,1.3,13.3,0.0
2018,EAV-070599-U,Pharmaceuticals: wastes n.e.c.,43.0,20.8,6.5,14.1,0.2
2018,EAV-070601-G,"Greases, soaps: aqueous detergents, mother liquors",49.0,24.5,0.3,23.4,0.8
2018,EAV-070603-G,"Fats, soaps: halogen organic solvents, washing fl.",14.0,0.5,,0.5,
2018,EAV-070604-G,"Fats, soaps: organ. solvent, washing liquid",41.0,7.6,1.2,6.3,0.1
2018,EAV-070607-G,"Fats, soaps: Halogen.reaction, distill.residue.",5.0,0.1,,0.1,
2018,EAV-070608-G,"Fats, soaps: reaction and distillation residues",45.0,42.6,2.0,40.6,0.1
2018,EAV-070609-G,"Fats, soaps: halogen filter cake, absorbent mat.",,,,,
2018,EAV-070610-G,"Fats, soaps: filter cakes, absorbent materials",19.0,2.6,0.0,2.6,
2018,EAV-070611-G,"Fats, soaps: sludge (in-house waste water treatment)",7.0,1.2,,1.2,
2018,EAV-070612-U,Sludge from company-owned Waste water tank (oh.070611),28.0,24.3,0.0,24.3,
2018,EAV-070699-U,"Fats, soaps, lubricants, etc.: waste not otherwise specified",71.0,28.9,0.0,28.6,0.3
2018,EAV-070701-G,"Fine chemicals: Aqueous detergents, mother liquors",51.0,75.9,19.9,54.4,1.6
2018,EAV-070703-G,"Fine chemicals: halogen organic solvents, washing fl.",30.0,26.7,10.7,15.8,0.2
2018,EAV-070704-G,"Fine chemicals: organ. solvent, washing liquid",46.0,48.4,9.4,38.2,0.8
2018,EAV-070707-G,"Fine chemicals: halogen reaction, distillation residue.",20.0,17.1,4.9,12.2,0.1
2018,EAV-070708-G,"Fine chemicals: reaction residues, distillation residues.",37.0,102.7,71.3,30.0,1.4
2018,EAV-070709-G,"Fine chemicals: halogen filter cake, absorbent mat.",14.0,0.9,0.0,0.8,
2018,EAV-070710-G,"Fine chemicals: filter cake, absorbent materials",25.0,3.9,0.6,3.4,
2018,EAV-070711-G,Fine chemicals: sludge (own waste water treatment),13.0,2.3,0.5,1.8,
2018,EAV-070712-U,Sludge from company-owned Waste water tank (oh.070711),10.0,1.1,0.2,0.9,
2018,EAV-070799-U,Fine chemicals: wastes n.e.c.,10.0,1.5,0.0,1.5,
2018,EAV-080111-G,Paint and varnish waste with hazardous substances,78.0,48.8,3.7,37.7,7.4
2018,EAV-080112-U,Paint and varnish waste (without 080111),116.0,31.3,0.0,30.7,0.6
2018,EAV-080113-G,Paint and varnish sludges containing dangerous substances,52.0,26.1,6.4,19.3,0.4
2018,EAV-080114-U,Paint and varnish sludge (without 080113),18.0,4.8,,4.8,
2018,EAV-080115-G,"Paints, varnishes: Aqueous sludge with hazardous St.",36.0,16.3,3.9,12.4,
2018,EAV-080116-U,Aqueous sludge (without 080115),68.0,40.4,0.7,39.7,
2018,EAV-080117-G,Waste from paint or varnish removal,57.0,20.0,0.1,19.7,0.2
2018,EAV-080118-U,Waste from paint or varnish removal (without 080117),24.0,3.8,,3.8,
2018,EAV-080119-G,Aqueous suspensions containing paints or varnishes,24.0,15.5,0.0,15.5,0.0
2018,EAV-080120-U,Aqueous suspensions (without 080119),45.0,13.4,0.3,13.2,
2018,EAV-080121-G,Paint or varnish remover waste,7.0,1.1,0.0,1.1,
2018,EAV-080199-U,"Paints, varnishes: waste not otherwise specified",3.0,0.1,,0.1,
2018,EAV-080201-U,Coating powder waste,34.0,3.1,,3.1,0.0
2018,EAV-080202-U,Aqueous sludge containing ceramic materials,19.0,1.9,,1.9,
2018,EAV-080203-U,"Aqueous suspensions,ceram. containing materials",7.0,2.0,,2.0,
2018,EAV-080299-U,Other coatings: wastes not otherwise specified,,,,,
2018,EAV-080307-U,Aqueous sludges containing printing inks,8.0,0.2,,0.2,0.0
2018,EAV-080308-U,"Aqueous liquid waste, i.e. Printing inks included",24.0,7.5,,7.5,
2018,EAV-080312-G,Waste printing ink containing hazardous substances,31.0,3.0,0.2,2.7,0.0
2018,EAV-080313-U,Waste printing ink (without 080312),30.0,2.4,0.0,2.3,
2018,EAV-080314-G,Printing ink sludge containing dangerous substances,19.0,3.5,0.0,3.5,
2018,EAV-080315-U,Printing ink sludge (without 080314),8.0,0.5,,0.5,
2018,EAV-080316-G,Waste from etching solutions,,,,,
2018,EAV-080317-G,Waste toner containing hazardous substances,9.0,0.0,,0.0,
2018,EAV-080318-U,Toner waste (without 080317),44.0,2.0,0.0,1.7,0.2
2018,EAV-080319-G,Dispersion beer,,,,,
2018,EAV-080399-U,Printing inks: waste n.e.c.,,,,,
2018,EAV-080409-G,Adhesive and sealant waste with hazardous St.,54.0,17.1,0.3,14.2,2.6
2018,EAV-080410-U,Adhesive and sealant waste (without 080409),65.0,10.2,0.1,10.0,0.1
2018,EAV-080411-G,Adhesive and sealant containing slurries,3.0,0.2,,0.2,
2018,EAV-080412-U,Adhesive and sealant retention. Sludge(oh.080411),7.0,0.7,0.0,0.7,
2018,EAV-080413-G,"Adhesives, sealants: Aqueous sludges with dangerous substances.",9.0,0.5,0.0,0.4,
2018,EAV-080414-U,Aqueous sludge (without 080413),28.0,5.2,0.1,5.2,
2018,EAV-080415-G,"Adhesive, sealant: Aqueous liquid waste with hazardous st",8.0,0.5,0.0,0.5,
2018,EAV-080416-U,Aqueous liquid waste (excluding 080415),28.0,19.3,13.4,6.0,
2018,EAV-080417-G,"Adhesives, sealants: resin oils",,,,,
2018,EAV-080499-U,"Adhesives, sealants: wastes not otherwise specified",,,,,
2018,EAV-080501-G,isocyanate waste,15.0,1.9,0.1,1.2,0.6
2018,EAV-090101-G,Water-based developers and activator solutions,25.0,2.1,0.0,1.6,0.5
2018,EAV-090102-G,Offset printing plate developer solutions,24.0,4.3,0.0,3.9,0.3
2018,EAV-090103-G,Solvent-based developer solutions,,,,,
2018,EAV-090104-G,fixing baths,23.0,2.6,0.1,2.0,0.5
2018,EAV-090105-G,Bleaching solutions and bleach-fix baths,9.0,1.1,0.0,1.0,0.1
2018,EAV-090106-G,Silver-containing waste from containers photographer. waste,,,,,
2018,EAV-090107-U,Films and photographic papers with silver,8.0,3.0,,2.0,1.0
2018,EAV-090108-U,Films and photographic papers without silver,23.0,3.2,0.0,3.2,
2018,EAV-090110-U,Disposable cameras without batteries,,,,,
2018,EAV-090111-G,Disposable cameras with batteries (160601-160603),,,,,
2018,EAV-090112-U,Disposable cameras with batteries (without 090111),,,,,
2018,EAV-090113-G,Waste from silver recovery (excluding 090106),,,,,
2018,EAV-090199-U,Photographic industry: waste n.e.c.,3.0,6.2,,6.1,0.0
2018,EAV-100101-U,"Rust and Boiler ash, slag, boiler (oh.100104)",225.0,5888.3,4739.0,1146.2,3.0
2018,EAV-100102-U,Filter dust from coal firing,55.0,2387.8,43.0,2344.5,0.2
2018,EAV-100103-U,Filter dust from peat firing and firing,52.0,66.6,26.6,39.9,
2018,EAV-100104-G,Filter dust and boiler dust from oil firing,18.0,4.2,0.7,2.9,0.6
2018,EAV-100105-U,Calcium based reaction wastes in solid form,50.0,791.2,362.4,418.0,10.8
2018,EAV-100107-U,Calcium-based reaction wastes (sludges),19.0,38.0,0.1,37.8,
2018,EAV-100109-G,sulfuric acid,,,,,
2018,EAV-100113-G,Filter dust made from emulsified hydrocarbons,,,,,
2018,EAV-100114-G,"Rust and boiler ash, slag, boiler dust",28.0,50.8,,47.5,3.3
2018,EAV-100115-U,"Rust and Boiler ash, slag, boiler (oh.100114)",48.0,799.3,7.3,789.8,2.1
2018,EAV-100116-G,Filter dust from co-incineration of waste,19.0,20.0,,20.0,
2018,EAV-100117-U,Filter dust from co-incineration of waste (oh.100116),43.0,1914.3,208.4,1702.9,3.0
2018,EAV-100118-G,Waste from exhaust gas treatment with hazardous St.,40.0,29.2,0.0,28.7,0.5
2018,EAV-100119-U,"Waste a. Exhaust gas treatment (without 100105,100107,100118)",29.0,17.7,0.0,9.3,8.3
2018,EAV-100120-G,"Power plants, among others: sludge (company wastewater tank)",9.0,2.9,0.1,2.8,
2018,EAV-100121-U,Sludge a. operational wastewater treatment (oh.100120),15.0,5.9,,5.9,
2018,EAV-100122-G,Power plants etc.:Aqueous sludge a. Boiler cleaning.,9.0,2.4,1.3,1.1,
2018,EAV-100123-U,Aqueous sludge from boiler cleaning (oh.100122),4.0,0.2,,0.2,
2018,EAV-100124-U,"Power plants, among others: sands from fluidized bed combustion",7.0,6.8,,6.8,
2018,EAV-100125-U,Waste from storage and preparation of fuel.,5.0,3.7,,3.7,
2018,EAV-100126-U,Waste from cooling water treatment,4.0,4.2,0.7,3.5,
2018,EAV-100199-U,Power plants and other incineration plants: waste not otherwise specified,,,,,
2018,EAV-100201-U,Iron and steel industry: waste from slag processing,25.0,710.6,385.7,290.6,34.3
2018,EAV-100202-U,"Iron, steel lind.: Unprocessed slag",69.0,1410.0,665.4,740.8,3.8
2018,EAV-100207-G,Iron and steel industry: Solid waste from exhaust gas treatment.,46.0,416.9,0.5,237.0,179.5
2018,EAV-100208-U,Waste from exhaust gas treatment (excluding 100207),30.0,412.7,149.9,262.7,
2018,EAV-100210-U,"Iron, steel ind.: mill scale",47.0,288.7,70.5,209.2,9.0
2018,EAV-100211-G,"Iron, steel cylinder: oil content. Drain from cooling water tank.",4.0,10.1,,4.5,5.5
2018,EAV-100212-U,Waste from cooling water treatment (without 100211),,,,,
2018,EAV-100213-G,"Iron, steel ind.: sludge, filter c. from exhaust gas tank",11.0,161.6,78.1,79.7,3.8
2018,EAV-100214-U,Sludge and filter cake from exhaust gas tank. (oh.100213),8.0,157.0,128.0,26.0,2.9
2018,EAV-100215-U,Iron and steel ind.: Other sludges and filter cakes,20.0,137.8,10.3,127.5,
2018,EAV-100299-U,Iron and steel industry: waste n.e.c.,8.0,17.0,0.3,10.6,6.2
2018,EAV-100302-U,Aluminum metallurgy: anode scrap,3.0,28.8,,0.1,28.8
2018,EAV-100304-G,Aluminum metallurgy: slag from primary melt,3.0,3.0,,3.0,
2018,EAV-100305-U,Aluminum metallurgy: alumina waste,8.0,2.3,,2.3,
2018,EAV-100308-G,Aluminum metallurgy:Salt slags a.Zweitschmel.,5.0,415.2,25.1,290.2,99.9
2018,EAV-100309-G,Aluminum metallurgy: Black dross a.Zweitsch.,,,,,
2018,EAV-100315-G,Aluminum Metallurgy: Scum (flammable),7.0,42.0,19.4,12.1,10.5
2018,EAV-100316-U,Scum (without 100315),11.0,191.7,0.0,123.2,68.5
2018,EAV-100317-G,Aluminum metallurgy:tar h. Abf. from anode manufacturer.,3.0,0.5,,0.5,
2018,EAV-100318-U,Waste from anode production (excluding 100317),,,,,
2018,EAV-100319-G,Aluminum metallurgy: filter dust with dangerous substances,10.0,5.1,0.0,3.5,1.6
2018,EAV-100320-U,Filter dust (without 100319),3.0,1.3,,1.3,
2018,EAV-100321-G,Aluminum Metallurgy: Other particles and dust,12.0,3.2,0.1,3.1,
2018,EAV-100322-U,Other particles and dust (without 100321),3.0,1.7,,1.7,
2018,EAV-100323-G,Aluminum Metallurgy: Solid Abf. a. flue gas treatment,15.0,19.5,,19.5,
2018,EAV-100324-U,Solid waste from flue gas treatment (excluding 100323),,,,,
2018,EAV-100325-G,"Aluminum metallurgy: sludge, filter k.a.",,,,,
2018,EAV-100326-U,muds and. Filter cake from flue gas tank. (oh.100325),,,,,
2018,EAV-100327-G,Aluminum Metallurgy: Oil H.Abf. from cooling water tank,,,,,
2018,EAV-100328-U,Waste from cooling water treatment (without 100327),,,,,
2018,EAV-100329-G,Aluminum Metallurgy: Abf.a. Beh. v.Salt slags,,,,,
2018,EAV-100330-U,Waste from treatment of salt slags (oh.100329),,,,,
2018,EAV-100399-U,Aluminum metallurgy: wastes not otherwise specified,4.0,1.2,,1.2,
2018,EAV-100401-G,Lead metallurgy: slags (primary and secondary smelting),17.0,121.3,14.2,106.2,1.0
2018,EAV-100402-G,"Lead metal: dross, scum (first, second scum)",12.0,8.1,0.0,8.0,
2018,EAV-100403-G,Bleimetallurgie: Calciumarsenat,,,,,
2018,EAV-100404-G,Lead metallurgy: filter dust,3.0,0.1,,0.1,
2018,EAV-100405-G,Lead Metallurgy: Other Particles and Dust,5.0,6.0,,6.0,
2018,EAV-100406-G,Lead metallurgy: Solid waste from exhaust gas treatment,3.0,0.8,0.5,0.3,
